,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,
ONS code,Authority,Ward Name,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both) ,Ballot paper not returned ,Postal voting statement unreturned ,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001532,Stockton-on-Tees,Bishopsgarth & Elm Tree,"5,124","3,636",70.96,"3,605",70.36,"3,653",71.29,,0,0,0,31,0,31,,"1,375","1,198",1,0,"1,198",8,13,"1,181",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001533,Stockton-on-Tees,Eaglescliffe,"8,216","6,176",75.17,"6,142",74.76,"6,193",75.38,,0,4,0,30,0,34,,"2,243","1,985",7,4,"1,985",18,30,"1,968",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001534,Stockton-on-Tees,Fairfield,"4,649","3,376",72.62,"3,352",72.10,"3,393",72.98,,0,5,0,19,0,24,,"1,371","1,215",6,0,"1,215",13,13,"1,198",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001535,Stockton-on-Tees,Grangefield,"5,261","3,848",73.14,"3,833",72.86,"3,854",73.26,,0,0,0,15,0,15,,"1,403","1,220",4,0,"1,220",5,21,"1,214",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001536,Stockton-on-Tees,Hardwick,"4,882","2,518",51.58,"2,508",51.37,"2,524",51.70,,0,1,0,9,0,10,,960,754,4,5,754,9,18,748,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001537,Stockton-on-Tees,Hartburn,"5,380","4,085",75.93,"4,046",75.20,"4,099",76.19,,0,2,0,37,0,39,,"1,645","1,477",5,0,"1,477",11,27,"1,463",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001538,Stockton-on-Tees,Ingleby Barwick East,"7,697","5,321",69.13,"5,242",68.10,"5,350",69.51,,0,24,0,55,0,79,,"1,806","1,559",12,3,"1,559",6,18,"1,530",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001539,Stockton-on-Tees,Ingleby Barwick West,"8,306","5,751",69.24,"5,720",68.87,"5,768",69.44,,0,3,0,28,0,31,,"2,071","1,784",7,2,"1,784",12,33,"1,767",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001540,Stockton-on-Tees,Mandale & Victoria,"7,650","4,085",53.40,"4,039",52.80,"4,097",53.56,,0,15,0,31,0,46,,"1,439","1,122",5,0,"1,122",8,21,"1,110",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001541,Stockton-on-Tees,Newtown,"4,957","2,414",48.70,"2,402",48.46,"2,424",48.90,,0,3,0,9,0,12,,941,728,3,0,728,13,13,718,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001542,Stockton-on-Tees,Northern Parishes,"2,974","2,110",70.95,"2,099",70.58,"2,123",71.39,,0,3,0,8,0,11,,791,667,0,0,667,4,12,654,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001543,Stockton-on-Tees,Norton North,"4,910","2,837",57.78,"2,819",57.41,"2,847",57.98,,0,1,0,17,0,18,,"1,074",892,4,0,892,8,19,882,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001544,Stockton-on-Tees,Norton South,"4,642","2,744",59.11,"2,734",58.90,"2,753",59.31,,0,0,0,10,0,10,,914,750,7,0,750,6,17,741,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001545,Stockton-on-Tees,Norton West,"5,152","3,736",72.52,"3,715",72.11,"3,747",72.73,,0,1,0,20,0,21,,"1,441","1,268",1,0,"1,268",10,23,"1,257",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001546,Stockton-on-Tees,Parkfield & Oxbridge,"5,341","3,319",62.14,"3,290",61.60,"3,350",62.72,,0,2,0,27,0,29,,"1,045",836,6,0,836,6,26,805,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001547,Stockton-on-Tees,Roseworth,"5,045","2,832",56.13,"2,818",55.86,"2,849",56.47,,0,2,0,12,0,14,,"1,015",849,2,0,849,6,9,832,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001548,Stockton-on-Tees,Stainsby Hill,"4,866","2,785",57.23,"2,749",56.49,"2,795",57.44,,0,20,0,16,0,36,,"1,031",849,3,0,849,9,18,839,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001549,Stockton-on-Tees,Stockton Town Centre,"4,352","2,109",48.46,"2,102",48.30,"2,116",48.62,,0,1,0,6,0,7,,773,583,5,0,583,7,28,576,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001550,Stockton-on-Tees,Village,"5,382","3,381",62.82,"3,315",61.59,"3,393",63.04,,0,19,0,47,0,66,,"1,266","1,058",7,0,"1,058",7,24,"1,046",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001551,Stockton-on-Tees,Western Parishes,"2,694","1,909",70.86,"1,901",70.56,"1,912",70.97,,0,1,0,7,0,8,,679,590,1,0,590,4,6,587,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001552,Stockton-on-Tees,Yarm,"7,552","5,678",75.19,"5,580",73.89,"5,718",75.72,,0,10,0,88,0,98,,"2,283","2,017",5,5,"2,017",15,26,"1,977",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05008714,Stoke On Trent,Abbey Hulton & Townsend,"7,554","3,554",47.05,"3,522",46.63,"3,597",47.62,,0,3,0,29,0,32,,691,559,0,0,0,3,29,516,43,,17,1,17,387,253,107,0,0,,485,1,92,161,,,,,,,,,,,
E05008715,Stoke On Trent,Baddeley Milton & Norton,"13,572","7,788",57.38,"7,746",57.07,"7,863",57.93,,0,6,0,36,0,42,,"1,416","1,221",0,0,0,1,49,"1,146",75,,,,,,,,,,,,,,,,,,,,,,,,,
E05008716,Stoke On Trent,Bentilee & Ubberley,"7,846","3,101",39.52,"3,073",39.16,"3,152",40.17,,0,4,0,24,0,28,,603,477,0,0,0,1,34,426,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05008717,Stoke On Trent,Birches Head & Central Forest Park,"8,434","4,389",52.04,"4,322",51.25,"4,429",52.51,,0,3,0,64,0,67,,894,755,0,0,0,0,31,715,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05008718,Stoke On Trent,Blurton East,"4,353","2,527",58.05,"2,520",57.89,"2,552",58.63,,0,1,0,6,0,7,,425,357,0,0,0,1,18,332,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05008719,Stoke On Trent,Blurton West & Newstead,"4,248","2,060",48.49,"2,044",48.12,"2,075",48.85,,0,2,0,14,0,16,,393,320,0,0,0,0,13,305,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008720,Stoke On Trent,Boothen & Oak Hill,"4,616","2,434",52.73,"2,413",52.27,"2,462",53.34,,0,2,0,19,0,21,,439,376,0,0,0,1,19,348,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05008721,Stoke On Trent,Bradeley & Chell Heath,"3,998","2,042",51.08,"2,010",50.28,"2,056",51.43,,0,0,0,32,0,32,,335,283,0,0,0,2,8,269,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05008722,Stoke On Trent,Broadway & Longton East,"4,049","2,167",53.52,"2,156",53.25,"2,206",54.48,,0,1,0,10,0,11,,532,466,0,0,0,1,24,427,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05008723,Stoke On Trent,Burslem Central,"4,273","1,880",44.00,"1,866",43.67,"1,895",44.35,,0,2,0,12,0,14,,364,269,0,0,0,0,12,254,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008724,Stoke On Trent,Burslem Park,"4,233","2,147",50.72,"2,140",50.56,"2,164",51.12,,0,1,0,6,0,7,,414,363,0,0,0,0,17,335,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05008725,Stoke On Trent,Dresden & Florence,"3,995","2,418",60.53,"2,402",60.13,"2,456",61.48,,0,4,0,12,0,16,,431,335,0,0,0,1,20,297,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05008726,Stoke On Trent,Eaton Park,"3,721","2,048",55.04,"2,021",54.31,"2,076",55.79,,0,3,0,24,0,27,,490,430,0,0,0,0,14,402,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05008727,Stoke On Trent,Etruria & Hanley,"4,366","1,720",39.40,"1,685",38.59,"1,752",40.13,,0,9,0,26,0,35,,437,373,0,0,0,1,21,341,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05008728,Stoke On Trent,Fenton East,"4,503","2,304",51.17,"2,299",51.05,"2,333",51.81,,0,0,0,5,0,5,,340,284,0,0,0,1,14,255,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05008729,Stoke On Trent,Fenton West & Mount Pleasant,"4,210","2,370",56.29,"2,364",56.15,"2,395",56.89,,0,0,0,6,0,6,,360,301,0,0,0,0,16,276,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05008730,Stoke On Trent,Ford Green & Smallthorne,"4,672","2,234",47.82,"2,215",47.41,"2,261",48.39,,0,1,0,18,0,19,,439,356,0,0,0,1,20,329,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05008731,Stoke On Trent,Goldenhill & Sandyford,"4,442","2,170",48.85,"2,135",48.06,"2,189",49.28,,0,5,0,30,0,35,,332,247,0,0,0,2,15,228,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05008732,Stoke On Trent,Great Chell & Packmoor,"8,204","4,512",55.00,"4,474",54.54,"4,550",55.46,,0,0,0,38,0,38,,767,676,0,0,0,0,24,638,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05008733,Stoke On Trent,Hanford & Trentham,"9,661","6,414",66.39,"6,378",66.02,"6,467",66.94,,0,3,0,33,0,36,,"1,285","1,110",0,0,0,2,47,"1,057",53,,,,,,,,,,,,,,,,,,,,,,,,,
E05008734,Stoke On Trent,Hanley Park & Shelton,"4,064","1,533",37.72,"1,521",37.43,"1,544",37.99,,0,2,0,10,0,12,,185,148,0,0,0,0,8,137,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05008735,Stoke On Trent,Hartshill & Basford,"4,855","2,747",56.58,"2,737",56.37,"2,766",56.97,,0,3,0,7,0,10,,492,408,0,0,0,0,13,389,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05008736,Stoke On Trent,Hollybush & Longton West,"4,561","2,362",51.79,"2,330",51.09,"2,393",52.47,,0,3,0,29,0,32,,449,371,0,0,0,0,23,340,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05008737,Stoke On Trent,Joiners Square,"4,134","1,825",44.15,"1,799",43.52,"1,845",44.63,,0,2,0,24,0,26,,310,263,0,0,0,0,12,243,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05008738,Stoke On Trent,Lightwood North & Normacot,"4,111","2,846",69.23,"2,822",68.65,"2,874",69.91,,0,7,0,17,0,24,,343,310,0,0,0,0,25,282,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05008739,Stoke On Trent,Little Chell & Stanfield,"4,539","2,303",50.74,"2,271",50.03,"2,348",51.73,,0,7,0,25,0,32,,437,379,0,0,0,3,20,334,145,,,,,,,,,,,,,,,,,,,,,,,,,
E05008740,Stoke On Trent,Meir Hay,"4,097","2,329",56.85,"2,324",56.72,"2,372",57.90,,0,3,0,2,0,5,,350,315,0,0,0,2,13,272,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05008741,Stoke On Trent,Meir North,"4,718","2,128",45.10,"2,116",44.85,"2,155",45.68,,0,1,0,11,0,12,,472,402,0,0,0,1,18,375,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05008742,Stoke On Trent,Meir Park,"3,938","2,704",68.66,"2,651",67.32,"2,729",69.30,,0,8,0,45,0,53,,504,446,0,0,0,2,14,421,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05008743,Stoke On Trent,Meir South,"4,016","1,912",47.61,"1,903",47.39,"1,927",47.98,,0,0,0,9,0,9,,342,292,0,0,0,0,9,277,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05008744,Stoke On Trent,Moorcroft,"4,057","2,124",52.35,"2,101",51.78,"2,165",53.36,,0,9,0,14,0,23,,389,337,0,0,0,1,35,296,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05008745,Stoke On Trent,Penkhull & Stoke,"4,892","2,837",57.99,"2,833",57.91,"2,859",58.44,,0,2,0,2,0,4,,507,430,0,0,0,1,17,408,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05008746,Stoke On Trent,Sandford Hill,"4,542","2,351",51.76,"2,338",51.48,"2,384",52.49,,0,3,0,10,0,13,,493,421,0,0,0,2,18,388,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05008747,Stoke On Trent,Sneyd Green,"4,062","2,166",53.32,"2,154",53.03,"2,199",54.14,,0,2,0,10,0,12,,504,441,0,0,0,3,22,408,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05008748,Stoke On Trent,Springfields & Trent Vale,"4,863","2,496",51.33,"2,465",50.69,"2,529",52.00,,0,2,0,29,0,31,,534,465,0,0,0,1,23,432,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05008749,Stoke On Trent,Tunstall,"4,071","2,076",50.99,"2,046",50.26,"2,096",51.49,,0,5,0,25,0,30,,304,263,0,0,0,1,16,243,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05008750,Stoke On Trent,Weston Coyney,"3,967","2,450",61.76,"2,436",61.41,"2,469",62.24,,0,2,0,12,0,14,,384,333,0,0,0,0,16,314,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05008953,Swindon,Blunsden & Highworth,"8,874","6,362",71.69,"6,329",71.32,"6,380",71.90,,0,11,0,22,0,33,,"1,503","1,258",0,12,"1,258",4,13,"1,240",26,,46,5,127,79,105,38,61,100,,58,28,113,97,22:00,03:30,,,,,,,,,
E05008954,Swindon,Central,"9,674","5,745",59.39,"5,695",58.87,"5,782",59.77,,0,0,0,50,0,50,,"1,734","1,377",32,2,"1,377",11,22,"1,340",46,,,,,,,,,,,,,,,,,,,,,,,,,
E05008955,Swindon,Chiseldon & Lawn,"4,727","3,665",77.53,"3,644",77.09,"3,667",77.58,,16,2,0,3,0,21,,881,750,5,2,750,7,7,748,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05008956,Swindon,Covingham & Dorcan,"8,890","6,083",68.43,"6,062",68.19,"6,089",68.49,,0,0,0,21,0,21,,"1,371","1,101",9,5,"1,091",9,8,"1,095",18,,,,,,,,,,,,,,,,,,,,,,,,,
E05008957,Swindon,Eastcott,"7,858","4,853",61.76,"4,827",61.43,"4,893",62.27,,0,4,0,22,0,26,,"1,280","1,029",8,9,"1,029",8,10,989,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05008958,Swindon,Gorse Hill & Pinehurst,"9,151","5,175",56.55,"5,160",56.39,"5,204",56.87,,0,1,0,14,0,15,,"1,499","1,212",1,5,"1,212",10,4,"1,183",20,,,,,,,,,,,,,,,,,,,,,,,,,
E05008959,Swindon,Haydon Wick,"9,171","6,147",67.03,"6,108",66.60,"6,225",67.88,,0,2,0,37,0,39,,"1,778","1,528",7,13,"1,528",7,13,"1,450",27,,,,,,,,,,,,,,,,,,,,,,,,,
E05008960,Swindon,Liden Eldene & Park South,"8,743","5,325",60.91,"5,303",60.65,"5,342",61.10,,18,3,0,1,0,22,,"1,613","1,299",8,8,"1,299",9,19,"1,282",35,,,,,,,,,,,,,,,,,,,,,,,,,
E05008961,Swindon,Lydiard & Freshbrook,"8,641","5,604",64.85,"5,575",64.52,"5,649",65.37,,0,2,0,27,0,29,,"1,628","1,328",14,7,"1,328",12,10,"1,283",38,,,,,,,,,,,,,,,,,,,,,,,,,
E05008962,Swindon,Mannington & Western,"7,581","4,431",58.45,"4,401",58.05,"4,449",58.69,,0,2,0,28,0,30,,"1,083",841,2,19,841,6,8,823,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05008963,Swindon,Old Town,"7,930","5,540",69.86,"5,514",69.53,"5,550",69.99,,0,0,0,26,0,26,,"1,607","1,320",8,12,"1,320",8,13,"1,310",22,,,,,,,,,,,,,,,,,,,,,,,,,
E05008964,Swindon,Penhill & Upper Stratton,"9,575","5,479",57.22,"5,455",56.97,"5,530",57.75,,15,5,0,4,0,24,,"1,559","1,293",7,2,"1,293",14,4,"1,242",23,,,,,,,,,,,,,,,,,,,,,,,,,
E05008965,Swindon,Priory Vale,"8,730","5,481",62.78,"5,467",62.62,"5,522",63.25,,0,2,0,12,0,14,,"1,982","1,614",14,4,"1,614",8,13,"1,573",26,,,,,,,,,,,,,,,,,,,,,,,,,
E05008967,Swindon,Rodbourne Cheney,"9,333","5,631",60.33,"5,608",60.09,"5,682",60.88,,0,5,0,18,0,23,,"1,683","1,327",8,4,"1,327",17,18,"1,276",35,,,,,,,,,,,,,,,,,,,,,,,,,
E05008970,Swindon,Shaw,"8,429","5,732",68.00,"5,711",67.75,"5,769",68.44,,0,3,0,18,0,21,,"1,504","1,257",6,4,"1,257",5,13,"1,220",20,,,,,,,,,,,,,,,,,,,,,,,,,
E05008968,Swindon,St. Andrews,"8,161","5,107",62.58,"5,091",62.38,"5,173",63.39,,0,0,0,16,0,16,,"1,967","1,617",14,14,"1,617",8,10,"1,551",19,,,,,,,,,,,,,,,,,,,,,,,,,
E05008969,Swindon,St. Margaret & South Marston,"9,292","6,172",66.42,"6,147",66.15,"6,202",66.75,,0,0,0,25,0,25,,"1,655","1,349",4,11,"1,349",8,10,"1,319",20,,,,,,,,,,,,,,,,,,,,,,,,,
E05008971,Swindon,Walcot & Park North,"9,209","5,302",57.57,"5,274",57.27,"5,373",58.35,,0,3,2,23,0,28,,"1,663","1,339",5,0,"1,339",17,17,"1,268",42,,,,,,,,,,,,,,,,,,,,,,,,,
E05008972,Swindon,Wroughton & Wichelstowe,"6,334","4,605",72.70,"4,570",72.15,"4,661",73.59,,0,7,0,28,0,35,,"1,267","1,128",7,12,"1,128",6,8,"1,072",16,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Admaston & Bratton,"2,247","1,642",73.08,"1,635",72.76,"1,660",73.88,,0,1,0,6,0,7,,704,630,2,1,630,2,12,612,18,,61,36,7,308,244,19,33,0,,298,16,142,82,10:00,17:30,,,,,,,,,
,Telford & Wrekin,Apley Castle,"2,455","1,795",73.12,"1,778",72.42,"1,816",73.97,,0,9,0,8,0,17,,881,787,1,1,787,3,13,766,20,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Arleston,"2,312","1,334",57.70,"1,324",57.27,"1,369",59.21,,8,2,0,0,0,10,,665,568,3,1,568,4,21,533,32,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Brookside,"4,326","2,410",55.71,"2,382",55.06,"2,443",56.47,,0,3,0,25,0,28,,"1,046",886,1,1,886,4,23,853,33,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Church Aston & Lilleshall,"2,373","1,806",76.11,"1,785",75.22,"1,821",76.74,,0,1,0,20,0,21,,788,689,1,0,689,2,10,674,15,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,College,"2,358","1,569",66.54,"1,540",65.31,"1,602",67.94,,0,1,0,28,0,29,,726,629,2,2,629,4,24,596,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05001888,Telford & Wrekin,Dawley & Aqueduct,"7,054","4,269",60.52,"4,218",59.80,"4,312",61.13,,0,4,0,47,0,51,,"2,104","1,760",3,0,"1,760",6,27,"1,717",41,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Donnington,"4,833","2,561",52.99,"2,549",52.74,"2,593",53.65,,0,0,0,12,0,12,,"1,315","1,075",2,2,"1,075",4,22,"1,043",33,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Dothill,"2,206","1,557",70.58,"1,539",69.76,"1,582",71.71,,0,9,0,9,0,18,,769,665,2,1,665,2,18,640,23,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Edgmond & Ercall Magna,"4,624","3,519",76.10,"3,490",75.48,"3,542",76.60,,0,0,0,29,0,29,,"1,449","1,266",2,1,"1,266",3,18,"1,243",23,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Ercall,"2,350","1,763",75.02,"1,746",74.30,"1,786",76.00,,0,1,0,16,0,17,,848,756,2,0,756,2,17,733,22,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Hadley & Leegomery,"7,043","3,963",56.27,"3,894",55.29,"4,004",56.85,,0,3,0,66,0,69,,"1,924","1,549",3,2,"1,549",6,29,"1,508",41,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Haygate,"2,401","1,452",60.47,"1,436",59.81,"1,472",61.31,,0,5,0,11,0,16,,798,662,1,1,662,2,14,642,20,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Horsehay & Lightmoor,"4,141","2,787",67.30,"2,773",66.96,"2,813",67.93,,0,0,0,14,0,14,,"1,177",985,1,0,985,3,17,959,24,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Ironbridge Gorge,"2,511","1,803",71.80,"1,777",70.77,"1,824",72.64,,0,3,0,23,0,26,,728,640,2,1,640,2,14,619,21,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Ketley & Overdale,"7,043","4,137",58.74,"4,074",57.84,"4,175",59.28,,0,22,0,41,0,63,,"2,134","1,765",4,3,"1,765",5,25,"1,727",38,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Madeley & Sutton Hill,"7,571","4,629",61.14,"4,609",60.88,"4,667",61.64,,0,0,0,20,0,20,,"2,178","1,824",4,1,"1,824",5,25,"1,786",38,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Malinslee & Dawley Bank,"4,371","2,394",54.77,"2,372",54.27,"2,426",55.50,,0,7,0,15,0,22,,"1,159",944,5,2,944,4,19,912,32,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Muxton,"5,103","3,442",67.45,"3,370",66.04,"3,461",67.82,,0,2,0,70,0,72,,"1,526","1,258",4,1,"1,258",2,14,"1,239",19,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Newport North & West,"4,424","3,199",72.31,"3,182",71.93,"3,215",72.67,,0,2,0,15,0,17,,"1,444","1,281",3,1,"1,281",2,13,"1,265",17,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Newport South & East,"4,003","2,859",71.42,"2,828",70.65,"2,876",71.85,,0,9,0,22,0,31,,"1,247","1,075",3,0,"1,075",2,12,"1,058",17,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Oakengates & Ketley Bank,"6,279","3,702",58.96,"3,674",58.51,"3,735",59.48,,0,5,0,23,0,28,,"1,974","1,566",4,0,"1,566",5,25,"1,533",32,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Park,"2,208","1,528",69.20,"1,507",68.25,"1,552",70.29,,0,12,0,9,0,21,,774,660,3,0,660,2,13,636,19,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Priorslee,"4,546","3,311",72.83,"3,271",71.95,"3,331",73.27,,0,6,0,34,0,40,,"1,462","1,288",3,1,"1,288",2,15,"1,268",21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001910,Telford & Wrekin,Shawbirch,"2,334","1,689",72.37,"1,680",71.98,"1,713",73.39,,0,5,0,4,0,9,,766,651,1,0,651,2,18,627,24,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,St Georges,"4,652","2,853",61.33,"2,813",60.47,"2,878",61.87,,0,6,1,33,0,40,,"1,382","1,160",5,2,"1,160",3,18,"1,135",26,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,The Nedge,"6,916","4,058",58.68,"4,038",58.39,"4,094",59.20,,0,3,0,17,0,20,,"1,897","1,572",0,1,"1,572",6,23,"1,536",36,,,,,,,,,,,,,,,,,,,,,,,,,
E05001912,Telford & Wrekin,Woodside,"4,322","2,016",46.65,"1,939",44.86,"2,056",47.57,,0,0,0,77,0,77,,890,732,3,2,732,5,23,692,36,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Wrockwardine,"2,390","1,738",72.72,"1,713",71.67,"1,761",73.68,,0,1,0,24,0,25,,678,595,1,0,595,2,18,572,23,,,,,,,,,,,,,,,,,,,,,,,,,
,Telford & Wrekin,Wrockwardine Wood & Trench,"2,390","1,530",64.00,"1,447",60.53,"1,557",65.13,,0,0,0,83,0,83,,"1,545","1,262",3,0,"1,262",4,19,"1,235",27,,,,,,,,,,,,,,,,,,,,,,,,,
E05002229,Thurrock,Aveley & Uplands,"6,580","3,997",60.74,"3,988",60.61,"4,020",61.09,,0,0,0,9,0,9,,923,753,0,4,753,12,26,730,49,,11,19,88,194,86,26,6,3,,126,3,59,64,,,,,,,,,,,
E05002230,Thurrock,Belhus,"6,905","3,972",57.52,"3,947",57.16,"3,984",57.70,,0,0,0,25,0,25,,931,739,0,2,739,13,23,727,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05002231,Thurrock,Chadwell St. Mary,"7,167","4,463",62.27,"4,452",62.12,"4,517",63.02,,0,0,0,11,0,11,,"1,017",881,2,1,881,9,28,827,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05002232,Thurrock,Chafford & North Stifford,"5,393","3,563",66.07,"3,558",65.97,"3,594",66.64,,0,3,2,0,0,5,,816,709,7,3,709,3,26,678,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05002233,Thurrock,Corringham & Fobbing,"4,383","3,118",71.14,"3,100",70.73,"3,125",71.30,,0,1,0,17,0,18,,665,578,1,0,578,2,5,571,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05002234,Thurrock,East Tilbury,"4,686","2,991",63.83,"2,980",63.59,"3,023",64.51,,0,1,0,10,0,11,,548,469,1,0,469,4,7,437,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05002235,Thurrock,Grays Riverside,"7,428","4,116",55.41,"4,104",55.25,"4,185",56.34,,0,6,0,6,0,12,,"1,248","1,033",3,1,"1,033",25,36,964,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05002236,Thurrock,Grays Thurrock,"6,428","4,159",64.70,"4,133",64.30,"4,207",65.45,,0,1,0,0,25,26,,"1,107",979,4,1,979,15,30,931,54,,,,,,,,,,,,,,,,,,,,,,,,,
