,,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,
ONS code,Authority,Ward Name,,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both),Ballot paper not returned one figure for each authority,Postal voting statement unreturned one figure for each authority,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000976,Barnsley,Central,,"8,403","4,344",51.70,"4,285",50.99,"4,396",52.31,,0,5,0,54,,59,,"1,306","1,121",5,0,"1,117",9,14,"1,069",48,,88,35,205,141,191,71,286,64,,207,19,175,151,11:00,Between 12:00 & 14:00,
E05000977,Barnsley,Cudworth,,"8,338","4,434",53.18,"4,418",52.99,"4,481",53.74,,0,0,0,16,,16,,"1,276","1,088",0,1,"1,082",17,12,"1,041",41,,,,,,,,,,,,,,,,,
E05000978,Barnsley,Darfield,,"7,968","4,493",56.39,"4,468",56.07,"4,531",56.86,,0,3,1,21,,25,,"1,389","1,168",0,2,"1,166",8,15,"1,130",36,,,,,,,,,,,,,,,,,
E05000979,Barnsley,Darton East,,"8,491","5,118",60.28,"5,075",59.77,"5,177",60.97,,0,10,0,33,,43,,"1,604","1,394",6,4,"1,388",16,23,"1,335",53,,,,,,,,,,,,,,,,,
E05000980,Barnsley,Darton West,,"8,276","5,306",64.11,"5,246",63.39,"5,343",64.56,,0,7,0,53,,60,,"1,568","1,332",2,6,"1,332",8,7,"1,295",37,,,,,,,,,,,,,,,,,
E05000981,Barnsley,Dearne North,,"8,003","4,087",51.07,"4,064",50.78,"4,131",51.62,,0,2,0,21,,23,,"1,225","1,001",0,2,997,19,17,957,40,,,,,,,,,,,,,,,,,
E05000982,Barnsley,Dearne South,,"8,887","4,753",53.48,"4,654",52.37,"4,802",54.03,,0,8,0,91,,99,,"1,624","1,248",2,10,"1,246",22,24,"1,199",47,,,,,,,,,,,,,,,,,
E05000983,Barnsley,Dodworth,,"8,276","5,303",64.08,"5,262",63.58,"5,346",64.60,,0,4,0,37,,41,,"1,656","1,415",2,7,"1,411",23,12,"1,372",39,,,,,,,,,,,,,,,,,
E05000984,Barnsley,Hoyland Milton,,"9,266","5,364",57.89,"5,334",57.57,"5,425",58.55,,0,5,0,25,,30,,"1,686","1,444",2,1,"1,442",22,21,"1,383",59,,,,,,,,,,,,,,,,,
E05000985,Barnsley,Kingstone,,"7,949","4,019",50.56,"4,003",50.36,"4,072",51.23,,0,0,0,16,,16,,"1,166",985,2,4,977,8,27,932,45,,,,,,,,,,,,,,,,,
E05000986,Barnsley,Monk Bretton,,"8,289","4,480",54.05,"4,373",52.76,"4,552",54.92,,0,1,0,106,,107,,"1,384","1,187",1,2,"1,184",15,18,"1,115",69,,,,,,,,,,,,,,,,,
E05000987,Barnsley,North East,,"10,212","5,639",55.22,"5,597",54.81,"5,709",55.90,,0,8,0,34,,42,,"1,582","1,331",4,7,"1,327",14,30,"1,261",66,,,,,,,,,,,,,,,,,
E05000988,Barnsley,Old Town,,"8,527","5,028",58.97,"4,977",58.37,"5,101",59.82,,0,4,0,47,,51,,"1,621","1,400",0,4,"1,395",9,24,"1,327",68,,,,,,,,,,,,,,,,,
E05000989,Barnsley,Penistone East,,"9,342","6,597",70.62,"6,548",70.09,"6,634",71.01,,0,3,0,46,,49,,"1,938","1,609",2,4,"1,607",18,15,"1,572",35,,,,,,,,,,,,,,,,,
E05000990,Barnsley,Penistone West,,"9,715","6,499",66.90,"6,462",66.52,"6,573",67.66,,35,2,0,0,,37,,"1,857","1,572",10,1,"1,561",34,20,"1,498",63,,,,,,,,,,,,,,,,,
E05000991,Barnsley,Rockingham,,"8,648","5,119",59.19,"5,080",58.74,"5,196",60.08,,0,4,0,35,,39,,"1,635","1,407",4,9,"1,402",18,24,"1,330",72,,,,,,,,,,,,,,,,,
E05000992,Barnsley,Royston,,"8,221","4,641",56.45,"4,614",56.12,"4,682",56.95,,0,0,0,27,,27,,"1,457","1,249",3,7,"1,248",11,12,"1,208",40,,,,,,,,,,,,,,,,,
E05000993,Barnsley,St. Helens,,"7,891","3,809",48.27,"3,780",47.90,"3,871",49.06,,0,1,0,28,,29,,"1,220","1,037",1,0,"1,034",11,21,975,59,,,,,,,,,,,,,,,,,
E05000994,Barnsley,Stairfoot,,"9,043","4,460",49.32,"4,411",48.78,"4,530",50.09,,0,5,0,44,,49,,"1,628","1,353",2,1,"1,348",18,23,"1,283",65,,,,,,,,,,,,,,,,,
E05000995,Barnsley,Wombwell,,"9,108","4,911",53.92,"4,878",53.56,"4,973",54.60,,27,6,0,0,,33,,"1,601","1,377",1,3,"1,375",17,28,"1,315",60,,,,,,,,,,,,,,,,,
E05000996,Barnsley,Worsborough,,"7,512","4,179",55.63,"4,161",55.39,"4,223",56.22,,16,2,0,0,,18,,"1,199",999,1,3,992,10,15,955,37,,,,,,,,,,,,,,,,,
E05001178,Birmingham,Acocks Green,,"19,598","10,748",54.84,"10,702",54.61,"10,811",55.16,,0,14,0,32,,46,,"1,470","1,219",11,11,"1,185",16,21,"1,156",36,,114,59,343,245,341,227,810,139,,"1,266",71,378,460,22:00,16:30,
E05001179,Birmingham,Aston,,"19,053","10,110",53.06,"10,034",52.66,"10,146",53.25,,0,24,3,49,,76,,"1,567","1,203",18,10,"1,167",11,31,"1,167",42,,,,,,,,,,,,,,,,,
E05001180,Birmingham,Bartley Green,,"17,621","9,777",55.48,"9,754",55.35,"9,830",55.79,,0,1,1,21,,23,,"1,778","1,500",6,4,"1,464",14,12,"1,447",26,,,,,,,,,,,,,,,,,
E05001181,Birmingham,Billesley,,"19,131","10,968",57.33,"10,917",57.06,"11,010",57.55,,0,6,1,44,,51,,"1,599","1,313",8,2,"1,284",11,15,"1,271",26,,,,,,,,,,,,,,,,,
E05001182,Birmingham,Bordesley Green,,"20,421","11,165",54.67,"11,087",54.29,"11,224",54.96,,0,25,0,53,,78,,"1,849","1,398",13,9,"1,350",14,19,"1,339",33,,,,,,,,,,,,,,,,,
E05001183,Birmingham,Bournville,,"19,468","13,323",68.44,"13,281",68.22,"13,371",68.68,,0,7,0,35,,42,,"1,876","1,633",8,9,"1,614",14,20,"1,585",34,,,,,,,,,,,,,,,,,
E05001184,Birmingham,Brandwood,,"18,538","11,676",62.98,"11,631",62.74,"11,750",63.38,,0,7,38,0,,45,,"1,706","1,466",5,2,"1,439",14,38,"1,392",52,,,,,,,,,,,,,,,,,
E05001185,Birmingham,Edgbaston,,"15,573","9,727",62.46,"9,680",62.16,"9,835",63.15,,0,10,1,36,,47,,"1,915","1,715",9,2,"1,635",16,24,"1,607",40,,,,,,,,,,,,,,,,,
E05001186,Birmingham,Erdington,,"16,811","9,533",56.71,"9,495",56.48,"9,607",57.15,,0,6,0,32,,38,,"1,552","1,315",9,9,"1,267",19,14,"1,241",33,,,,,,,,,,,,,,,,,
E05001187,Birmingham,Hall Green,,"19,479","12,423",63.78,"12,367",63.49,"12,495",64.15,,0,23,0,33,,56,,"1,696","1,433",11,5,"1,372",9,18,"1,361",27,,,,,,,,,,,,,,,,,
E05001188,Birmingham,Handsworth Wood,,"18,926","11,193",59.14,"11,129",58.80,"11,314",59.78,,0,16,6,42,,64,,"1,242","1,099",10,2,988,7,13,978,20,,,,,,,,,,,,,,,,,
E05001189,Birmingham,Harborne,,"17,033","11,516",67.61,"11,452",67.23,"11,596",68.08,,0,1,11,52,,64,,"2,096","1,829",6,9,"1,785",23,22,"1,749",45,,,,,,,,,,,,,,,,,
E05001190,Birmingham,Hodge Hill,,"18,241","10,002",54.83,"9,934",54.46,"10,060",55.15,,0,21,0,47,,68,,"1,463","1,156",14,9,"1,119",6,23,"1,098",29,,,,,,,,,,,,,,,,,
E05001191,Birmingham,Kings Norton,,"16,804","9,840",58.56,"9,803",58.34,"9,885",58.83,,7,1,29,0,,37,,"1,783","1,537",6,4,"1,507",10,12,"1,492",22,,,,,,,,,,,,,,,,,
E05001192,Birmingham,Kingstanding,,"17,155","8,391",48.91,"8,337",48.60,"8,426",49.12,,0,8,1,45,,54,,"1,320","1,072",0,0,"1,041",6,5,"1,037",11,,,,,,,,,,,,,,,,,
E05001193,Birmingham,Ladywood,,"18,661","9,192",49.26,"9,156",49.06,"9,252",49.58,,0,5,0,31,,36,,"1,574","1,255",12,9,"1,199",7,13,"1,195",20,,,,,,,,,,,,,,,,,
E05001194,Birmingham,Longbridge,,"18,566","10,747",57.89,"10,711",57.69,"10,794",58.14,,0,6,0,30,,36,,"1,850","1,587",8,5,"1,558",10,14,"1,540",24,,,,,,,,,,,,,,,,,
E05001195,Birmingham,Lozells & East Handsworth,,"19,034","10,665",56.03,"10,570",55.53,"10,736",56.40,,0,27,1,67,,95,,"1,573","1,275",5,7,"1,242",12,29,"1,204",41,,,,,,,,,,,,,,,,,
E05001196,Birmingham,Moseley & Kings Heath,,"18,791","12,481",66.42,"12,392",65.95,"12,530",66.68,,0,9,1,79,,89,,"1,652","1,397",11,8,"1,373",8,23,"1,348",31,,,,,,,,,,,,,,,,,
E05001197,Birmingham,Nechells,,"18,246","8,740",47.90,"8,640",47.35,"8,783",48.14,,0,24,3,73,,100,,"1,176",878,8,12,850,8,15,835,23,,,,,,,,,,,,,,,,,
E05001198,Birmingham,Northfield,,"19,287","11,936",61.89,"11,892",61.66,"12,025",62.35,,0,4,0,40,,44,,"2,167","1,899",6,5,"1,832",18,27,"1,810",45,,,,,,,,,,,,,,,,,
E05001199,Birmingham,Oscott,,"18,223","10,149",55.69,"10,101",55.43,"10,183",55.88,,0,7,1,40,,48,,"1,293","1,060",4,1,"1,033",6,9,"1,026",15,,,,,,,,,,,,,,,,,
E05001200,Birmingham,Perry Barr,,"16,366","10,015",61.19,"9,969",60.91,"10,060",61.47,,0,9,1,36,,46,,"1,171",977,7,8,941,6,13,932,19,,,,,,,,,,,,,,,,,
E05001201,Birmingham,Quinton,,"17,413","10,870",62.42,"10,822",62.15,"10,961",62.95,,0,10,2,36,,48,,"2,241","1,913",4,10,"1,866",27,28,"1,822",55,,,,,,,,,,,,,,,,,
E05001202,Birmingham,Selly Oak,,"19,261","9,843",51.10,"9,782",50.79,"9,907",51.44,,0,8,0,53,,61,,"1,147",996,11,4,940,7,10,932,17,,,,,,,,,,,,,,,,,
E05001203,Birmingham,Shard End,,"18,480","8,783",47.53,"8,747",47.33,"8,839",47.83,,0,3,0,33,,36,,"1,412","1,155",4,2,"1,101",16,6,"1,099",22,,,,,,,,,,,,,,,,,
E05001204,Birmingham,Sheldon,,"16,396","9,614",58.64,"9,587",58.47,"9,645",58.83,,0,5,0,22,,27,,"1,717","1,440",5,4,"1,414",4,11,"1,409",15,,,,,,,,,,,,,,,,,
E05001205,Birmingham,Soho,,"17,459","9,487",54.34,"9,400",53.84,"9,576",54.85,,0,24,0,63,,87,,"1,120",909,12,1,850,7,33,820,40,,,,,,,,,,,,,,,,,
E05001206,Birmingham,South Yardley,,"20,038","11,334",56.56,"11,267",56.23,"11,401",56.90,,0,16,3,48,,67,,"1,729","1,419",10,0,"1,378",14,20,"1,352",34,,,,,,,,,,,,,,,,,
E05001207,Birmingham,Sparkbrook,,"19,506","11,188",57.36,"11,091",56.86,"11,287",57.86,,0,36,1,60,,97,,"2,203","1,701",25,10,"1,648",12,44,"1,602",56,,,,,,,,,,,,,,,,,
E05001208,Birmingham,Springfield,,"20,290","11,628",57.31,"11,540",56.88,"11,740",57.86,,0,37,0,51,,88,,"2,063","1,590",19,7,"1,553",26,52,"1,478",78,,,,,,,,,,,,,,,,,
E05001209,Birmingham,Stechford & Yardley North,,"18,119","10,065",55.55,"10,025",55.33,"10,125",55.88,,0,9,1,30,,40,,"1,580","1,208",119,5,"1,173",14,18,"1,148",32,,,,,,,,,,,,,,,,,
E05001210,Birmingham,Stockland Green,,"16,743","8,747",52.24,"8,692",51.91,"8,806",52.60,,0,9,0,46,,55,,"1,325","1,069",3,4,"1,040",17,23,"1,010",40,,,,,,,,,,,,,,,,,
E05001211,Birmingham,Sutton Four Oaks,,"19,429","13,606",70.03,"13,545",69.72,"13,721",70.62,,0,5,0,56,,61,,"2,567","2,291",2,10,"2,197",24,18,"2,176",42,,,,,,,,,,,,,,,,,
E05001212,Birmingham,Sutton New Hall,,"17,655","11,865",67.20,"11,806",66.87,"11,919",67.51,,0,9,0,50,,59,,"1,792","1,571",5,2,"1,525",10,8,"1,517",18,,,,,,,,,,,,,,,,,
E05001213,Birmingham,Sutton Trinity,,"19,789","12,712",64.24,"12,661",63.98,"12,773",64.55,,0,5,0,46,,51,,"2,113","1,740",1,7,"1,680",8,11,"1,679",19,,,,,,,,,,,,,,,,,
E05001214,Birmingham,Sutton Vesey,,"18,643","12,933",69.37,"12,870",69.03,"13,009",69.78,,0,5,0,58,,63,,"1,906","1,673",4,25,"1,625",16,22,"1,597",38,,,,,,,,,,,,,,,,,
E05001215,Birmingham,Tyburn,,"16,963","8,579",50.57,"8,527",50.27,"8,627",50.86,,0,10,0,42,,52,,"1,254","1,019",4,1,987,10,13,971,23,,,,,,,,,,,,,,,,,
E05001216,Birmingham,Washwood Heath,,"20,357","11,862",58.27,"11,735",57.65,"11,967",58.79,,0,61,0,66,,127,,"1,597","1,273",5,4,"1,236",24,55,"1,168",79,,,,,,,,,,,,,,,,,
E05001217,Birmingham,Weoley,,"17,542","10,221",58.27,"10,184",58.05,"10,272",58.56,,0,2,0,35,,37,,"1,955","1,684",2,4,"1,649",15,8,"1,633",23,,,,,,,,,,,,,,,,,
E05000650,Bolton,Astley Bridge,,"10,622","7,182",67.61,"7,155",67.36,"7,217",67.94,,20,7,0,0,,27,,"2,159","1,936",6,9,"1,936",28,7,"1,901",35,,109,11,109,62,31,82,33,364,,411,17,608,143,10,14,
E05000651,Bolton,Bradshaw,,"9,062","6,413",70.77,"6,399",70.61,"6,435",71.01,,0,5,0,9,,14,,"2,105","1,851",3,7,"1,851",15,7,"1,829",22,,,,,,,,,,,,,,,,,
E05000652,Bolton,Breightmet,,"9,683","5,679",58.65,"5,662",58.47,"5,730",59.18,,0,1,0,16,,17,,"1,906","1,666",3,10,"1,666",46,5,"1,615",51,,,,,,,,,,,,,,,,,
E05000653,Bolton,Bromley Cross,,"10,700","7,798",72.88,"7,778",72.69,"7,828",73.16,,0,0,0,20,,20,,"2,579","2,336",12,6,"2,336",25,5,"2,306",30,,,,,,,,,,,,,,,,,
E05000654,Bolton,Crompton,,"10,387","6,265",60.32,"6,185",59.55,"6,314",60.79,,38,41,1,0,,80,,"1,659","1,412",17,12,"1,412",35,14,"1,363",49,,,,,,,,,,,,,,,,,
E05000655,Bolton,Farnworth,,"10,964","5,396",49.22,"5,374",49.01,"5,414",49.38,,0,9,0,13,,22,,"1,257","1,077",5,4,"1,077",15,3,"1,059",18,,,,,,,,,,,,,,,,,
E05000656,Bolton,Great Lever,,"9,678","5,332",55.09,"5,294",54.70,"5,398",55.78,,0,5,0,33,,38,,"1,720","1,381",22,8,"1,381",37,29,"1,315",66,,,,,,,,,,,,,,,,,
E05000657,Bolton,Halliwell,,"9,093","4,943",54.36,"4,912",54.02,"5,001",55.00,,0,4,0,27,,31,,"1,624","1,396",7,5,"1,396",46,12,"1,338",58,,,,,,,,,,,,,,,,,
E05000658,Bolton,Harper Green,,"9,998","5,604",56.05,"5,586",55.87,"5,632",56.33,,0,7,0,11,,18,,"1,318","1,151",12,3,"1,151",22,6,"1,123",28,,,,,,,,,,,,,,,,,
E05000659,Bolton,Heaton & Lostock,,"10,769","7,941",73.74,"7,912",73.47,"7,980",74.10,,0,1,0,28,,29,,"2,664","2,419",8,6,"2,419",26,13,"2,380",39,,,,,,,,,,,,,,,,,
E05000660,Bolton,Horwich & Blackrod,,"10,431","6,883",65.99,"6,830",65.48,"6,926",66.40,,0,13,0,40,,53,,"1,890","1,696",1,9,"1,696",36,7,"1,653",43,,,,,,,,,,,,,,,,,
E05000661,Bolton,Horwich North East,,"10,253","6,923",67.52,"6,887",67.17,"6,958",67.86,,0,16,1,19,,36,,"1,888","1,668",4,7,"1,668",31,4,"1,633",35,,,,,,,,,,,,,,,,,
E05000662,Bolton,Hulton,,"10,022","6,325",63.11,"6,308",62.94,"6,379",63.65,,0,4,0,13,,17,,"1,956","1,781",1,2,"1,781",42,12,"1,727",54,,,,,,,,,,,,,,,,,
E05000663,Bolton,Kearsley,,"10,557","6,172",58.46,"6,144",58.20,"6,187",58.61,,0,8,0,20,,28,,"1,301","1,114",8,7,"1,114",12,3,"1,099",15,,,,,,,,,,,,,,,,,
E05000664,Bolton,Little Lever & Darcy Lever,,"9,849","6,469",65.68,"6,455",65.54,"6,494",65.94,,0,4,0,10,,14,,"1,783","1,584",2,3,"1,584",19,6,"1,559",25,,,,,,,,,,,,,,,,,
E05000665,Bolton,Rumworth,,"9,999","5,950",59.51,"5,895",58.96,"6,022",60.23,,0,10,1,44,,55,,"1,721","1,530",5,5,"1,530",49,23,"1,458",72,,,,,,,,,,,,,,,,,
E05000666,Bolton,Smithills,,"10,350","6,991",67.55,"6,966",67.30,"7,033",67.95,,0,3,2,20,,25,,"2,254","2,015",5,2,"2,015",38,4,"1,973",42,,,,,,,,,,,,,,,,,
E05000667,Bolton,Tonge With the Haulgh,,"9,379","5,313",56.65,"5,281",56.31,"5,337",56.90,,0,4,0,28,,32,,"1,410","1,214",9,4,"1,214",17,7,"1,190",24,,,,,,,,,,,,,,,,,
E05000668,Bolton,Westhoughton North & Chew Moor,,"11,202","7,504",66.99,"7,453",66.53,"7,564",67.53,,0,10,0,41,,51,,"2,110","1,888",3,5,"1,888",54,6,"1,828",60,,,,,,,,,,,,,,,,,
E05000669,Bolton,Westhoughton South,,"9,846","6,327",64.26,"6,298",63.97,"6,348",64.47,,0,11,1,17,,29,,"1,417","1,267",2,6,"1,267",19,2,"1,246",21,,,,,,,,,,,,,,,,,
E05001341,Bradford,Baildon,,"11,795","8,544",72.44,"8,517",72.21,"8,604",72.95,,0,2,1,24,0,27,,"2,365","2,155",10,3,"2,155",12,32,"2,095",52,,90,48,288,740,527,224,115,220,,852,49,403,243,,,
E05001342,Bradford,Bingley,,"14,056","10,253",72.94,"10,219",72.70,"10,317",73.40,,0,3,0,31,0,34,,"2,524","2,287",4,5,"2,284",13,33,"2,223",56,,,,,,,,,,,,,,,,,
E05001343,Bradford,Bingley Rural,,"13,887","9,817",70.69,"9,787",70.48,"9,867",71.05,,0,4,0,26,0,30,,"2,420","2,170",5,1,"2,170",18,28,"2,120",50,,,,,,,,,,,,,,,,,
E05001344,Bradford,Bolton & Undercliffe,,"11,007","6,676",60.65,"6,655",60.46,"6,762",61.43,,0,4,0,17,0,21,,"1,879","1,627",5,4,"1,627",7,43,"1,541",86,,,,,,,,,,,,,,,,,
E05001345,Bradford,Bowling & Barkerend,,"11,198","6,868",61.33,"6,824",60.94,"7,003",62.54,,0,18,0,26,0,44,,"2,229","1,954",2,0,"1,954",18,102,"1,819",133,,,,,,,,,,,,,,,,,
E05001346,Bradford,Bradford Moor,,"11,436","7,579",66.27,"7,528",65.83,"7,760",67.86,,0,26,0,25,0,51,,"2,155","1,834",23,1,"1,834",24,122,"1,653",174,,,,,,,,,,,,,,,,,
E05001347,Bradford,City,,"10,861","5,912",54.43,"5,881",54.15,"6,026",55.48,,0,13,0,18,0,31,,"1,836","1,449",13,5,"1,449",7,94,"1,335",112,,,,,,,,,,,,,,,,,
E05001348,Bradford,Clayton & Fairweather Green,,"10,754","6,654",61.87,"6,630",61.65,"6,704",62.34,,0,5,2,17,0,24,,"1,408","1,218",5,2,"1,218",11,31,"1,168",48,,,,,,,,,,,,,,,,,
E05001349,Bradford,CRAVEN,,"12,966","9,617",74.17,"9,559",73.72,"9,678",74.64,,0,16,0,42,0,58,,"2,631","2,388",7,2,"2,388",16,43,"2,327",61,,,,,,,,,,,,,,,,,
E05001350,Bradford,Eccleshill,,"11,625","6,712",57.74,"6,688",57.53,"6,763",58.18,,0,4,0,20,0,24,,"1,743","1,522",4,5,"1,522",11,38,"1,471",57,,,,,,,,,,,,,,,,,
E05001351,Bradford,Great Horton,,"10,369","6,359",61.33,"6,299",60.75,"6,418",61.90,,0,14,0,46,0,60,,"1,531","1,350",9,1,"1,291",10,42,"1,291",62,,,,,,,,,,,,,,,,,
E05001352,Bradford,Heaton,,"10,741","7,091",66.02,"7,056",65.69,"7,182",66.87,,0,14,0,21,0,35,,"1,752","1,483",7,4,"1,483",11,59,"1,392",81,,,,,,,,,,,,,,,,,
E05001353,Bradford,Idle & Thackley,,"12,043","8,003",66.45,"7,976",66.23,"8,073",67.03,,0,7,0,20,0,27,,"2,165","1,930",3,5,"1,930",19,44,"1,860",79,,,,,,,,,,,,,,,,,
E05001354,Bradford,Ilkley,,"11,802","9,272",78.56,"9,231",78.22,"9,357",79.28,,0,1,0,40,0,41,,"2,962","2,746",5,10,"2,746",22,40,"2,661",74,,,,,,,,,,,,,,,,,
E05001355,Bradford,Keighley Central,,"11,181","7,716",69.01,"7,581",67.80,"7,845",70.16,,0,60,0,75,0,135,,"1,998","1,755",10,2,"1,736",17,84,"1,626",112,,,,,,,,,,,,,,,,,
E05001356,Bradford,Keighley East,,"11,761","8,218",69.88,"8,182",69.57,"8,302",70.59,,0,5,0,31,0,36,,"2,295","2,024",8,2,"2,024",31,47,"1,940",85,,,,,,,,,,,,,,,,,
E05001357,Bradford,Keighley West,,"11,152","6,873",61.63,"6,809",61.06,"6,932",62.16,,0,5,0,59,0,64,,"1,703","1,476",0,7,"1,476",21,29,"1,417",58,,,,,,,,,,,,,,,,,
E05001358,Bradford,Little Horton,,"10,927","6,296",57.62,"6,216",56.89,"6,415",58.71,,0,21,2,57,0,80,,"1,765","1,495",6,1,"1,495",8,82,"1,376",107,,,,,,,,,,,,,,,,,
E05001359,Bradford,Manningham,,"10,836","6,625",61.14,"6,575",60.68,"6,762",62.40,,0,28,0,22,0,50,,"1,604","1,298",16,3,"1,290",14,90,"1,161",123,,,,,,,,,,,,,,,,,
E05001360,Bradford,Queensbury,,"11,864","7,345",61.91,"7,322",61.72,"7,390",62.29,,0,6,0,17,0,23,,"1,741","1,527",3,8,"1,527",10,30,"1,482",47,,,,,,,,,,,,,,,,,
E05001361,Bradford,Royds,,"11,717","6,499",55.47,"6,475",55.26,"6,539",55.81,,0,5,0,19,0,24,,"1,444","1,230",2,4,"1,230",14,22,"1,190",39,,,,,,,,,,,,,,,,,
E05001362,Bradford,Shipley,,"11,188","7,972",71.25,"7,919",70.78,"8,015",71.64,,0,12,0,41,0,53,,"1,830","1,613",3,2,"1,613",9,27,"1,570",43,,,,,,,,,,,,,,,,,
E05001363,Bradford,Thornton & Allerton,,"11,489","7,264",63.23,"7,248",63.09,"7,309",63.62,,0,1,0,15,0,16,,"1,988","1,735",5,2,"1,735",11,36,"1,690",53,,,,,,,,,,,,,,,,,
E05001364,Bradford,Toller,,"11,514","7,491",65.06,"7,445",64.66,"7,665",66.57,,0,22,0,24,0,46,,"2,453","2,069",25,0,"2,069",14,130,"1,895",174,,,,,,,,,,,,,,,,,
E05001365,Bradford,Tong,,"10,638","5,430",51.04,"5,405",50.81,"5,477",51.49,,1,0,1,23,0,25,,"1,474","1,276",6,6,"1,276",7,27,"1,229",42,,,,,,,,,,,,,,,,,
E05001366,Bradford,Wharfedale,,"9,392","7,443",79.25,"7,390",78.68,"7,479",79.63,,0,5,0,48,0,53,,"1,820","1,597",3,1,"1,597",11,22,"1,561",37,,,,,,,,,,,,,,,,,
E05001367,Bradford,Wibsey,,"10,421","6,251",59.98,"6,224",59.73,"6,297",60.43,,0,4,0,23,0,27,,"1,411","1,194",6,6,"1,194",11,32,"1,148",48,,,,,,,,,,,,,,,,,
E05001368,Bradford,Windhill & Wrose,,"10,764","6,653",61.81,"6,633",61.62,"6,730",62.52,,0,6,0,14,0,20,,"1,848","1,645",1,3,"1,640",19,32,"1,568",74,,,,,,,,,,,,,,,,,
E05001369,Bradford,Worth Valley,,"10,699","7,790",72.81,"7,757",72.50,"7,836",73.24,,0,3,1,29,0,33,,"1,817","1,630",6,4,"1,630",14,22,"1,584",43,,,,,,,,,,,,,,,,,
E05001370,Bradford,Wyke,,"9,927","6,081",61.26,"6,061",61.06,"6,131",61.76,,0,3,0,17,0,20,,"1,463","1,245",3,6,"1,245",16,32,"1,195",52,,,,,,,,,,,,,,,,,
E05000670,Bury,Besses,,"8,316","5,007",60.21,"4,987",59.97,"5,115",61.51,,0,1,0,18,1,20,,"1,625","1,448",3,8,"1,394",40,14,"1,340",,,53,144,56,63,10,43,40,135,,304,13,132,125,22:00,15:30,
E05000671,Bury,Church,,"8,505","6,113",71.88,"6,085",71.55,"6,173",72.58,,0,8,1,17,2,28,,"2,066","1,915",2,2,"1,916",53,7,"1,855",,,,,,,,,,,,,,,,,,
E05000672,Bury,East,,"8,128","4,614",56.77,"4,589",56.46,"4,699",57.81,,0,4,0,21,0,25,,"1,502","1,299",0,3,"1,299",44,41,"1,214",,,,,,,,,,,,,,,,,,
E05000673,Bury,Elton,,"8,836","5,828",65.96,"5,815",65.81,"5,885",66.60,,0,1,0,12,0,13,,"2,063","1,834",5,2,"1,834",37,20,"1,777",,,,,,,,,,,,,,,,,,
E05000674,Bury,Holyrood,,"8,878","5,954",67.06,"5,931",66.81,"6,021",67.82,,0,5,1,17,0,23,,"1,732","1,540",3,10,"1,540",36,31,"1,473",,,,,,,,,,,,,,,,,,
E05000675,Bury,Moorside,,"8,726","5,062",58.01,"5,039",57.75,"5,108",58.54,,0,5,1,17,0,23,,"1,556","1,287",9,4,"1,287",37,9,"1,241",,,,,,,,,,,,,,,,,,
E05000676,Bury,North Manor,,"8,265","6,323",76.50,"6,302",76.25,"6,339",76.70,,0,2,0,19,0,21,,"2,103","1,894",4,7,"1,894",18,4,"1,878",,,,,,,,,,,,,,,,,,
E05000677,Bury,Pilkington Park,,"7,748","5,317",68.62,"5,286",68.22,"5,407",69.79,,0,4,0,27,0,31,,"1,708","1,506",5,2,"1,476",47,13,"1,416",,,,,,,,,,,,,,,,,,
E05000678,Bury,Radcliffe East,,"8,592","4,887",56.88,"4,873",56.72,"4,917",57.23,,0,5,0,9,0,14,,"1,576","1,321",6,5,"1,316",20,5,"1,291",,,,,,,,,,,,,,,,,,
E05000679,Bury,Radcliffe North,,"8,633","5,605",64.93,"5,587",64.72,"5,672",65.70,,0,2,0,16,0,18,,"1,936","1,703",2,10,"1,683",35,12,"1,636",,,,,,,,,,,,,,,,,,
